iteration,batch,mask_size,best_attack_acc,best_benign_acc,best_subset_acc,best_remain_acc,main_f1,subset_recall,remain_recall,benign_fpr
-1,-1,-1,-1.0000,-1.0000,-1.0000,-1.0000,0.9261,0.8500,0.9122,0.0063
