iteration,batch,mask_size,best_attack_acc,best_benign_acc,best_subset_acc,best_remain_acc,main_f1,main_recall,main_fpr,subset_f1,subset_recall,subset_fpr,remain_f1,remain_recall,remain_fpr,benign_f1,benign_recall,benign_fpr
-1,-1,-1,-1.0000,-1.0000,-1.0000,-1.0000,0.9261,0.9122,0.0063,0.9189,0.8500,nan,0.9541,0.9122,nan,0.0000,0.0000,0.0063
